[2025-07-10 23:13:28] [INFO    ] discord.client: logging in using static token
[2025-07-10 23:15:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:15:04.683000+00:00', 'pinned': False, 'nonce': '1392902050420883456', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901953926860901', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'GEN.G', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:28] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:15:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:15:05.045000+00:00', 'pinned': False, 'nonce': '5450451413103595917', 'mentions': [{'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392892176215572482'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:36:13.549002+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392901955445063760', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@699438853324537867> The best team in League of Legends!', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'Hnivel', 'public_flags': 0, 'primary_guild': None, 'id': '1392890766669648033', 'global_name': None, 'discriminator': '4626', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:15:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:15:28] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:15:28] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages with {"content":"<@699438853324537867> The best team in League of Legends!","components":[],"nonce":"5450451413103595917","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 23:15:28] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages has received {'type': 0, 'content': '<@699438853324537867> The best team in League of Legends!', 'mentions': [{'id': '699438853324537867', 'username': 'hnivel', 'avatar': '02643c43483b22d9607632492e6dfa53', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': 0, 'global_name': 'Hnivel', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#000000', 'clan': {'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'tag': 'codé', 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'primary_guild': {'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'tag': 'codé', 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-10T16:15:05.045000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392901955445063760', 'channel_id': '1385948445851783209', 'author': {'id': '1392890766669648033', 'username': 'Hnivel', 'avatar': None, 'discriminator': '4626', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5450451413103595917'}
[2025-07-10 23:15:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:15:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:16:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:16:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:16:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:16:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:17:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:17:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:18:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:18:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:18:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:18:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:19:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:19:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:20:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:20:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:21:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:21:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:21:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:21:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:22:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:22:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:23:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:23:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:23:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 23:23:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:24:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:24:02.485000+00:00', 'pinned': False, 'nonce': '1392904306826412032', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-07-10T12:47:12.915000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392904209632071761', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'hnivel', 'public_flags': 256, 'primary_guild': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'id': '699438853324537867', 'global_name': 'Hnivel', 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'codé', 'identity_guild_id': '960713185055375478', 'identity_enabled': True, 'badge': 'dc216d4bf2a43ba052f85d3b2b5144ef'}, 'avatar_decoration_data': None, 'avatar': '02643c43483b22d9607632492e6dfa53'}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:24:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:24:26] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:24:26] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 23:24:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T16:24:03.035000+00:00', 'pinned': False, 'nonce': '10919118604855850107', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392892176215572482'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:36:13.549002+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392904211938803817', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello hnivel!', 'components': [], 'channel_type': 0, 'channel_id': '1385948445851783209', 'author': {'username': 'Hnivel', 'public_flags': 0, 'primary_guild': None, 'id': '1392890766669648033', 'global_name': None, 'discriminator': '4626', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1127944113715691530'}}
[2025-07-10 23:24:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 23:24:26] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 23:24:26] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages with {"content":"Hello hnivel!","components":[],"nonce":"10919118604855850107","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 23:24:26] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1385948445851783209/messages has received {'type': 0, 'content': 'Hello hnivel!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-10T16:24:03.035000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392904211938803817', 'channel_id': '1385948445851783209', 'author': {'id': '1392890766669648033', 'username': 'Hnivel', 'avatar': None, 'discriminator': '4626', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10919118604855850107'}
[2025-07-10 23:24:26] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 23:24:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 22.
[2025-07-10 23:24:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 23:25:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 22.
[2025-07-10 23:25:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
